brand_cpu,name_cpu,benchmark_cpu,rank_cpu,value_cpu,socket_cpu,price_cpu,core_count,thread_count
AMD,AMD Athlon XP 2400+,234,5520,2.93,AM4,2489.2888,1,1
AMD,AMD Athlon XP 2600+,242,5502,10.52,AM4,716.6936,1,1
AMD,AMD Athlon XP 2700+,256,5474,3.02,AM4,2638.6648,1,1
AMD,AMD Athlon XP 3000+,262,5464,3.29,AM4,2480.264,1,1
AMD,AMD Athlon XP-M,352,5289,10.06,AM4,1087.644,1,1
AMD,AMD Ryzen 3 1200,6259,2093,65.88,AM4,2956.4,4,4
AMD,AMD Ryzen 3 1300X,6930,1959,111.3,AM4,1937.5312,4,4
AMD,AMD Ryzen 3 2200G,6734,1997,67.35,AM4,3111.6888,4,4
AMD,AMD Ryzen 3 2300X,7566,1845,42.48,AM4,5542.1608,4,4
AMD,AMD Ryzen 3 3100,11526,1463,115.27,AM4,3111.6888,4,8
AMD,AMD Ryzen 3 3200G,6992,1950,108.59,AM4,2003.8168,4,4
AMD,AMD Ryzen 3 3300X,12588,1389,104.9,AM4,3734.4,4,8
AMD,AMD Ryzen 3 4100,11042,1497,160.03,AM4,2147.28,4,8
AMD,AMD Ryzen 3 4300G,9984,1574,60.75,AM4,5113.9496,4,8
AMD,AMD Ryzen 3 5300G,13036,1359,153.38,AM4,2644.8888,4,8
AMD,AMD Ryzen 3 PRO 8300G,14540,1239,34.37,AM5,13163.76,4,8
AMD,AMD Ryzen 5 1400,7736,1820,85.02,AM4,2831.6088,4,8
AMD,AMD Ryzen 5 1500X,9073,1672,75.61,AM4,3734.0888,4,8
AMD,AMD Ryzen 5 1600,12258,1409,156.27,AM4,2441.0528,6,12
AMD,AMD Ryzen 5 1600X,13009,1362,132.76,AM4,3049.4488,6,12
AMD,AMD Ryzen 5 2400G,8731,1696,102.71,AM4,2645.2,4,8
AMD,AMD Ryzen 5 2600,13138,1349,131.4,AM4,3111.6888,6,12
AMD,AMD Ryzen 5 2600X,13873,1296,55.49,AM4,7780,6,12
AMD,AMD Ryzen 5 3400G,9198,1658,65.7,AM4,4356.4888,4,8
AMD,AMD Ryzen 5 3400GE,8811,1694,24.79,AM4,11060.048,4,8
AMD,AMD Ryzen 5 3500,12777,1375,165.96,AM4,2395.9288,6,6
AMD,AMD Ryzen 5 3500X,13163,1347,193.59,AM4,2115.8488,6,6
AMD,AMD Ryzen 5 3600,17678,1066,117.87,AM4,4667.3776,6,12
AMD,AMD Ryzen 5 3600X,18132,1034,217.65,AM4,2592.6072,6,12
AMD,AMD Ryzen 5 3600XT,18541,1002,115.89,AM4,4978.8888,6,12
AMD,AMD Ryzen 5 4500,16009,1162,179.43,AM4,2776.5264,6,12
AMD,AMD Ryzen 5 4600G,15983,1163,82.77,AM4,6009.272,6,12
AMD,AMD Ryzen 5 5500,19291,972,216.75,AM4,2769.68,6,12
AMD,AMD Ryzen 5 5500GT,18974,982,125.25,AM4,4714.3688,6,12
AMD,AMD Ryzen 5 5600,21539,837,165.7,AM4,4045.2888,6,12
AMD,AMD Ryzen 5 5600G,19679,946,100.41,AM4,6099.2088,6,12
AMD,AMD Ryzen 5 5600GT,20258,913,131.55,AM4,4792.1688,6,12
AMD,AMD Ryzen 5 5600T,21953,811,99.38,AM4,6874.408,6,12
AMD,AMD Ryzen 5 5600X,21844,819,136.53,AM4,4978.8888,6,12
AMD,AMD Ryzen 5 5600XT,22304,796,131.97,AM4,5259.28,6,12
AMD,AMD Ryzen 5 7500F,26627,622,150.56,AM5,5503.572,6,12
AMD,AMD Ryzen 5 7500X3D,25192,672,81.27,AM5,9646.8888,6,12
AMD,AMD Ryzen 5 7600,27012,607,136.43,AM5,6161.76,6,12
AMD,AMD Ryzen 5 7600X,28319,561,142.3,AM5,6192.88,6,12
AMD,AMD Ryzen 5 7600X3D,25811,651,64.7,AM5,12414.3904,6,12
AMD,AMD Ryzen 5 8400F,24484,700,170.12,AM5,4478.7904,6,12
AMD,AMD Ryzen 5 8500G,21471,840,143.14,AM5,4668,6,12
AMD,AMD Ryzen 5 8600G,25201,671,126.64,AM5,6192.88,6,12
AMD,AMD Ryzen 5 9600,29358,530,107.69,AM5,8483.9344,6,12
AMD,AMD Ryzen 5 9600X,30043,514,163.28,AM5,5726.08,6,12
AMD,AMD Ryzen 5 PRO 4650G,16041,1160,97.74,AM4,5107.4144,6,12
AMD,AMD Ryzen 5 PRO 4655G,16181,1149,97.73,AM4,5152.5384,6,12
AMD,AMD Ryzen 5 PRO 7645,27565,590,61.71,AM5,13900.9928,6,12
AMD,AMD Ryzen 7 1700,14763,1224,98.42,AM4,4667.6888,8,16
AMD,AMD Ryzen 7 1700X,15623,1177,130.2,AM4,3734.0888,8,16
AMD,AMD Ryzen 7 1800X,16280,1143,68.99,AM4,7344.0088,8,16
AMD,AMD Ryzen 7 2700,15628,1176,144.21,AM4,3372.4744,8,16
AMD,AMD Ryzen 7 2700X,17445,1080,65.83,AM4,8246.8,8,16
AMD,AMD Ryzen 7 3700X,22417,788,188.38,AM4,3703.28,8,16
AMD,AMD Ryzen 7 3800X,22990,756,87.09,AM4,8215.3688,8,16
AMD,AMD Ryzen 7 3800XT,23438,745,101.9,AM4,7157.6,8,16
AMD,AMD Ryzen 7 4700G,20114,920,85.55,AM4,7316.9344,8,16
AMD,AMD Ryzen 7 5700,24233,714,134.63,AM4,5601.6,8,16
AMD,AMD Ryzen 7 5700G,24317,710,122.2,AM4,6192.88,8,16
AMD,AMD Ryzen 7 5700X,26604,623,152.03,AM4,5445.6888,8,16
AMD,AMD Ryzen 7 5700X3D,26305,634,79.71,AM4,10269.2888,8,16
AMD,AMD Ryzen 7 5800X,27703,586,132.55,AM4,6504.08,8,16
AMD,AMD Ryzen 7 5800X3D,28300,563,29.79,AM4,29563.6888,8,16
AMD,AMD Ryzen 7 5800XT,27996,575,127.84,AM4,6815.28,8,16
AMD,AMD Ryzen 7 7700,34405,409,143.37,AM5,7468.1776,8,16
AMD,AMD Ryzen 7 7700X,35581,391,142.32,AM5,7780,8,16
AMD,AMD Ryzen 7 7800X3D,34286,411,95.78,AM5,11140.3376,8,16
AMD,AMD Ryzen 7 8700F,31160,481,130.4,AM5,7436.124,8,16
AMD,AMD Ryzen 7 8700G,31657,467,116.82,AM5,8433.52,8,16
AMD,AMD Ryzen 7 9700X,37087,373,121.24,AM5,9519.2968,8,16
AMD,AMD Ryzen 7 9800X3D,39974,339,85.6,AM5,14532.7288,8,16
AMD,AMD Ryzen 7 9850X3D,41835,316,83.84,AM5,15528.88,8,16
AMD,AMD Ryzen 7 PRO 3700,22746,772,68.93,AM4,10269.2888,8,16
AMD,AMD Ryzen 7 PRO 4750G,20197,919,64.81,AM4,9698.548,8,16
AMD,AMD Ryzen 7 PRO 5750GE,21046,863,33.55,AM4,19519.7088,8,16
AMD,AMD Ryzen 7 PRO 7745,34826,400,57.6,AM5,18816.0856,8,16
AMD,AMD Ryzen 9 3900,30600,493,139.1,AM4,6846.0888,12,24
AMD,AMD Ryzen 9 3900X,32504,448,171.98,AM4,5881.68,12,24
AMD,AMD Ryzen 9 3900XT,32498,449,83.33,AM4,12136.4888,12,24
AMD,AMD Ryzen 9 3950X,38479,356,75.58,AM4,15844.1256,16,32
AMD,AMD Ryzen 9 5900X,38939,348,130.23,AM4,9304.88,12,24
AMD,AMD Ryzen 9 5900XT,43983,296,141.43,AM4,9678.32,16,32
AMD,AMD Ryzen 9 5950X,45325,286,102.31,AM4,13786.16,16,32
AMD,AMD Ryzen 9 7900,48105,262,122.41,AM5,12229.8488,12,24
AMD,AMD Ryzen 9 7900X,51292,228,162.31,AM5,9833.92,12,24
AMD,AMD Ryzen 9 7900X3D,50231,239,74,AM5,21124.5672,12,24
AMD,AMD Ryzen 9 7950X,62232,150,118.54,AM5,16338,16,32
AMD,AMD Ryzen 9 7950X3D,62317,149,118.1,AM5,16421.0904,16,32
AMD,AMD Ryzen 9 9900X,54443,207,139.6,AM5,12136.4888,12,24
AMD,AMD Ryzen 9 9900X3D,56262,198,98.88,AM5,17707.28,12,24
AMD,AMD Ryzen 9 9950X,65813,130,126.81,AM5,16151.28,16,32
AMD,AMD Ryzen 9 9950X3D,70194,111,103.9,AM5,21024.3608,16,32
AMD,AMD Ryzen 9 PRO 7945,46933,269,58.46,AM5,24982.5136,12,24
